    0.9467    1.0195    1.1404    1.1448
    0.9382    1.0589    1.1368    1.1534
    0.9350    1.0944    1.1331    1.1609
    0.9401    1.1205    1.1314    1.1644
    0.9560    1.1355    1.1327    1.1602
    0.9833    1.1411    1.1375    1.1446
    1.0195    1.1404    1.1448    1.1157
    1.0589    1.1368    1.1534    1.0755
    1.0944    1.1331    1.1609    1.0287
    1.1205    1.1314    1.1644    0.9801
    1.1355    1.1327    1.1602    0.9331
    1.1411    1.1375    1.1446    0.8901
    1.1404    1.1448    1.1157    0.8518
    1.1368    1.1534    1.0755    0.8183
    1.1331    1.1609    1.0287    0.7887
    1.1314    1.1644    0.9801    0.7621
    1.1327    1.1602    0.9331    0.7371
    1.1375    1.1446    0.8901    0.7128
    1.1448    1.1157    0.8518    0.6885
    1.1534    1.0755    0.8183    0.6645
    1.1609    1.0287    0.7887    0.6413
    1.1644    0.9801    0.7621    0.6202
    1.1602    0.9331    0.7371    0.6037
    1.1446    0.8901    0.7128    0.5949
    1.1157    0.8518    0.6885    0.5979
    1.0755    0.8183    0.6645    0.6162
    1.0287    0.7887    0.6413    0.6511
    0.9801    0.7621    0.6202    0.7001
    0.9331    0.7371    0.6037    0.7577
    0.8901    0.7128    0.5949    0.8180
    0.8518    0.6885    0.5979    0.8766
    0.8183    0.6645    0.6162    0.9306
    0.7887    0.6413    0.6511    0.9788
    0.7621    0.6202    0.7001    1.0208
    0.7371    0.6037    0.7577    1.0563
    0.7128    0.5949    0.8180    1.0854
    0.6885    0.5979    0.8766    1.1083
    0.6645    0.6162    0.9306    1.1253
    0.6413    0.6511    0.9788    1.1371
    0.6202    0.7001    1.0208    1.1444
    0.6037    0.7577    1.0563    1.1487
    0.5949    0.8180    1.0854    1.1521
    0.5979    0.8766    1.1083    1.1569
    0.6162    0.9306    1.1253    1.1660
    0.6511    0.9788    1.1371    1.1809
    0.7001    1.0208    1.1444    1.2015
    0.7577    1.0563    1.1487    1.2242
    0.8180    1.0854    1.1521    1.2428
    0.8766    1.1083    1.1569    1.2503
    0.9306    1.1253    1.1660    1.2424
    0.9788    1.1371    1.1809    1.2191
    1.0208    1.1444    1.2015    1.1832
    1.0563    1.1487    1.2242    1.1388
    1.0854    1.1521    1.2428    1.0895
    1.1083    1.1569    1.2503    1.0385
    1.1253    1.1660    1.2424    0.9882
    1.1371    1.1809    1.2191    0.9399
    1.1444    1.2015    1.1832    0.8947
    1.1487    1.2242    1.1388    0.8528
    1.1521    1.2428    1.0895    0.8139
    1.1569    1.2503    1.0385    0.7770
    1.1660    1.2424    0.9882    0.7407
    1.1809    1.2191    0.9399    0.7038
    1.2015    1.1832    0.8947    0.6661
    1.2242    1.1388    0.8528    0.6282
    1.2428    1.0895    0.8139    0.5918
    1.2503    1.0385    0.7770    0.5589
    1.2424    0.9882    0.7407    0.5317
    1.2191    0.9399    0.7038    0.5125
    1.1832    0.8947    0.6661    0.5043
    1.1388    0.8528    0.6282    0.5101
    1.0895    0.8139    0.5918    0.5325
    1.0385    0.7770    0.5589    0.5720
    0.9882    0.7407    0.5317    0.6260
    0.9399    0.7038    0.5125    0.6891
    0.8947    0.6661    0.5043    0.7555
    0.8528    0.6282    0.5101    0.8201
    0.8139    0.5918    0.5325    0.8794
    0.7770    0.5589    0.5720    0.9315
    0.7407    0.5317    0.6260    0.9752
    0.7038    0.5125    0.6891    1.0098
    0.6661    0.5043    0.7555    1.0353
    0.6282    0.5101    0.8201    1.0520
    0.5918    0.5325    0.8794    1.0609
    0.5589    0.5720    0.9315    1.0633
    0.5317    0.6260    0.9752    1.0612
